d	r	c	M	maxR_num	maxR_den	argk	hstar	lam	mu	nu	src
6	5	68	840	769	1119	1	1,61,352,360,65,1,0	23,14,11,8,4	14,10,4,1	35,22,16,10,6	purged_region\pop_profile.jsonl
6	5	12	6	0	1	1	1,5,0,0,0,0,0	14,10,7,4,1	11,8,5,1	24,18,9,6,4	purged_region\pop_profile.jsonl
4	5	8	4	0	1	1	1,3,0,0,0	10,6,5,4,2	16,4,2	25,8,6,6,4	purged_region\pop_profile.jsonl
6	5	29	112	121	395	1	1,22,60,28,1,0,0	13,9,6,2,1	22,6,3,2	33,15,8,5,3	purged_region\pop_profile.jsonl
6	5	136	3136	2549	2981	1	1,129,1078,1526,393,9,0	13,10,7,4,1	13,10,7,4,1	24,17,14,8,7	purged_region\pop_profile.jsonl
7	6	23	98	70	303	1	1,15,49,33,0,0,0,0	18,9,8,2,2,1	5,4,3,3,2	21,12,11,5,4,4	purged_region\pop_profile.jsonl
5	5	17	24	36	269	1	1,11,12,0,0,0	13,10,7,4,1	15,10,7	27,17,15,5,3	purged_region\pop_profile.jsonl
4	6	13	14	5	49	1	1,8,5,0,0	18,13,10,7,4,1	17,6	33,14,12,9,5,3	purged_region\pop_profile.jsonl
6	5	72	536	84	139	1	1,65,294,176,0,0,0	20,10,7,4,1	16,11,8,5	35,19,14,9,5	purged_region\pop_profile.jsonl
8	6	25	143	324	1411	1	1,16,63,54,9,0,0,0,0	10,9,8,3,2,1	11,10,8,4,2,1	19,19,15,6,5,5	purged_region\pop_profile.jsonl
6	5	246	8292	6317	6817	1	1,239,2496,4182,1325,49,0	15,10,7,4,1	22,14,6,3	34,22,14,8,4	purged_region\pop_profile.jsonl
5	5	32	112	65	163	1	1,26,65,20,0,0	15,12,9,5,2	15,6,2	28,16,10,7,5	purged_region\pop_profile.jsonl
6	5	376	21380	14831	15367	1	1,369,5053,10934,4725,298,0	18,12,7,4,1	15,12,9,6,3	30,21,15,13,8	purged_region\pop_profile.jsonl
5	5	30	94	159	457	1	1,24,53,16,0,0	17,9,5,4,1	23,4,3	37,13,8,5,3	purged_region\pop_profile.jsonl
6	5	60	666	611	958	1	1,53,279,279,53,1,0	26,13,10,7,4	14,8,5,2	38,18,17,9,7	purged_region\pop_profile.jsonl
6	5	348	17760	12541	13068	1	1,341,4423,9089,3695,211,0	18,14,7,4,1	16,12,9,4,1	31,24,15,9,7	purged_region\pop_profile.jsonl
3	5	11	8	0	1	1	1,7,0,0	17,14,7,4,1	19,14,5,2	35,24,14,9,1	purged_region\pop_profile.jsonl
4	6	53	210	127	203	1	1,48,127,34,0	16,13,10,7,4,1	18,9	29,19,12,8,6,4	purged_region\pop_profile.jsonl
6	5	166	4746	3708	4145	1	1,159,1508,2364,692,22,0	19,16,13,4,1	13,7,4,1	28,22,18,6,4	purged_region\pop_profile.jsonl
6	5	159	4578	3569	3995	1	1,152,1454,2292,661,18,0	13,10,7,4,1	13,10,7,4,1	24,18,12,9,7	purged_region\pop_profile.jsonl
5	5	15	27	15	83	1	1,9,15,2,0,0	7,6,4,2,1	12,9,6,3,3	17,14,11,6,5	purged_region\pop_profile.jsonl
6	5	70	532	584	953	1	1,63,292,176,0,0,0	18,15,11,4,1	14,10,7,1	29,23,20,5,4	purged_region\pop_profile.jsonl
6	5	57	368	135	253	1	1,50,200,112,5,0,0	13,10,7,4,1	16,13,8,5,2	27,23,13,9,7	purged_region\pop_profile.jsonl
6	6	46	238	19	43	1	1,39,133,65,0,0,0	18,13,10,7,4,1	14,10,7,1	30,22,17,7,5,4	purged_region\pop_profile.jsonl
6	5	43	228	63	143	1	1,36,126,65,0,0,0	16,10,7,4,1	13,10,7,4,1	27,19,13,11,3	purged_region\pop_profile.jsonl
4	7	10	8	1	20	1	1,5,2,0,0	13,5,5,3,2,1,1	12,6,1	22,11,5,4,3,3,1	purged_region\pop_profile.jsonl
3	5	23	35	15	49	1	1,19,15,0	16,13,10,7,2	13,10,4	27,20,14,7,7	purged_region\pop_profile.jsonl
6	5	133	2916	1199	1413	1	1,126,1018,1399,362,10,0	13,10,7,4,1	19,13,10,2	29,22,17,6,5	purged_region\pop_profile.jsonl
7	7	13	20	110	1401	1	1,5,11,3,0,0,0,0	9,7,5,4,3,2,2	11,6,2,1,1	19,12,5,5,5,4,3	purged_region\pop_profile.jsonl
5	5	34	118	23	57	1	1,28,69,20,0,0	14,11,7,4,1	13,10,3	22,21,12,5,3	purged_region\pop_profile.jsonl
8	6	27	217	1290	4631	1	1,18,81,91,25,1,0,0,0	10,6,5,3,2,1	15,7,6,6,2,2	23,12,11,10,5,4	purged_region\pop_profile.jsonl
5	5	17	31	48	275	1	1,11,16,3,0,0	22,17,10,7,4	10,4,1	30,19,11,8,7	purged_region\pop_profile.jsonl
4	6	20	32	8	35	1	1,15,16,0,0	18,15,10,7,4,1	10,7,4,1	23,23,14,7,5,5	purged_region\pop_profile.jsonl
3	5	12	13	4	27	1	1,8,4,0	14,10,7,4,1	15,12,9,4,1	29,18,17,8,5	purged_region\pop_profile.jsonl
5	5	23	53	87	353	1	1,17,29,6,0,0	19,16,10,4,1	14,6,1	31,19,11,6,4	purged_region\pop_profile.jsonl
5	5	29	94	165	443	1	1,23,55,15,0,0	15,11,7,4,1	11,4,1	23,14,8,6,3	purged_region\pop_profile.jsonl
6	5	84	1434	1231	1587	1	1,77,542,664,147,3,0	18,12,8,5,2	10,7,4,1	26,15,11,8,7	purged_region\pop_profile.jsonl
6	5	218	6554	1274	1399	1	1,211,2058,3269,980,35,0	15,10,7,4,1	17,13,7,4,1	29,22,14,9,5	purged_region\pop_profile.jsonl
3	5	10	9	2	23	1	1,6,2,0	19,6,6,1,1	14,4,2	30,10,7,4,2	purged_region\pop_profile.jsonl
8	6	39	906	1929	3779	1	1,30,212,407,226,30,0,0,0	10,6,4,3,2,1	14,12,3,2,1,1	22,17,6,5,5,4	purged_region\pop_profile.jsonl
8	6	9	1	0	1	1	1,0,0,0,0,0,0,0,0	9,7,4,3,2,1	11,3,3,2	18,10,8,4,3,2	purged_region\pop_profile.jsonl
8	6	26	153	1011	4358	1	1,17,65,58,12,0,0,0,0	11,5,4,4,2,1	16,7,5,4,2	26,11,9,7,4,4	purged_region\pop_profile.jsonl
4	5	13	13	4	49	1	1,8,4,0,0	14,11,7,4,1	7,4,1	18,13,8,5,5	purged_region\pop_profile.jsonl
6	5	89	1142	1051	1459	1	1,82,483,490,85,1,0	18,15,12,6,1	15,10,7,4,1	31,24,16,10,8	purged_region\pop_profile.jsonl
6	5	196	5844	4525	5012	1	1,189,1811,2905,903,35,0	18,14,9,4,1	13,10,7,4,1	28,23,16,8,6	purged_region\pop_profile.jsonl
5	6	16	38	63	269	1	1,10,21,6,0,0	11,11,10,4,2,2	7,5,4,2,1	18,14,12,7,5,3	purged_region\pop_profile.jsonl
5	5	48	287	477	811	1	1,42,155,85,4,0	18,15,12,6,3	13,10,7,4,1	29,22,20,9,9	purged_region\pop_profile.jsonl
5	5	63	431	720	1087	1	1,57,234,133,6,0	17,14,7,4,1	24,16,4	39,27,9,7,5	purged_region\pop_profile.jsonl
6	6	26	88	20	71	1	1,19,50,18,0,0,0	17,14,11,7,4,1	10,7,4,1	26,20,13,9,4,4	purged_region\pop_profile.jsonl
6	6	11	10	10	187	1	1,4,5,0,0,0,0	11,6,5,5,4,3	5,5,4,1	14,10,9,6,6,4	purged_region\pop_profile.jsonl
6	5	48	500	457	767	1	1,41,208,208,41,1,0	13,10,7,4,1	15,10,7,4,1	26,17,16,7,6	purged_region\pop_profile.jsonl
5	5	36	120	69	179	1	1,30,69,20,0,0	12,9,5,4,2	13,8,4,2,1	22,17,9,6,6	purged_region\pop_profile.jsonl
5	5	71	567	307	435	1	1,65,292,194,15,0	13,10,7,4,1	21,8,3	31,17,9,6,4	purged_region\pop_profile.jsonl
7	6	36	369	1492	3409	1	1,28,136,158,44,2,0,0	7,4,3,2,2,1	25,5,3,1,1	29,9,6,4,3,3	purged_region\pop_profile.jsonl
5	5	10	6	3	185	1	1,4,1,0,0,0	13,10,7,4,1	11,8,5,1	23,14,14,5,4	purged_region\pop_profile.jsonl
6	5	374	16230	1688	1771	1	1,367,4384,8280,3048,150,0	17,10,7,4,1	21,15,8,1	33,23,17,7,4	purged_region\pop_profile.jsonl
6	5	499	30388	20946	21523	1	1,492,7089,15620,6768,418,0	21,12,8,5,1	17,14,7,4,1	35,23,15,10,7	purged_region\pop_profile.jsonl
3	5	9	8	2	21	1	1,5,2,0	12,11,5,4,1	13,9,2,1,1	23,17,10,5,4	purged_region\pop_profile.jsonl
5	5	166	2320	3531	4021	1	1,160,1059,982,118,0	18,10,7,4,1	16,10,7,4	29,19,15,7,7	purged_region\pop_profile.jsonl
5	5	18	23	30	281	1	1,12,10,0,0,0	19,16,10,7,4	13,10,7	31,24,13,10,8	purged_region\pop_profile.jsonl
6	5	35	128	141	455	1	1,28,70,28,1,0,0	14,11,8,4,1	13,10,7,4,1	25,21,15,7,5	purged_region\pop_profile.jsonl
8	6	37	388	259	677	1	1,28,148,174,37,0,0,0,0	9,9,6,4,2,1	13,12,6,4,3	20,20,12,9,6,2	purged_region\pop_profile.jsonl
4	5	13	19	9	50	1	1,8,9,1,0	10,7,3,3,1	20,3,3,1	27,9,7,5,3	purged_region\pop_profile.jsonl
5	6	11	13	21	197	1	1,5,7,0,0,0	15,12,6,2,1,1	21,4,4,2,1,1	35,15,9,5,4,2	purged_region\pop_profile.jsonl
3	5	9	6	0	1	1	1,5,0,0	20,12,7,4,1	23,16,3	42,25,7,7,5	purged_region\pop_profile.jsonl
4	5	10	10	1	10	1	1,5,4,0,0	9,6,5,2,1	8,7,7,3,1	15,12,12,6,4	purged_region\pop_profile.jsonl
7	6	71	748	410	681	1	1,63,369,315,0,0,0,0	16,13,10,7,4,1	13,10,4	28,20,12,9,6,3	purged_region\pop_profile.jsonl
5	5	20	50	27	107	1	1,14,27,8,0,0	13,5,4,3,2	12,10,4	22,14,8,5,4	purged_region\pop_profile.jsonl
6	5	17	44	46	257	1	1,10,23,10,0,0,0	9,7,6,5,1	16,15,4,3,2	24,19,10,9,6	purged_region\pop_profile.jsonl
5	5	24	50	81	361	1	1,18,27,4,0,0	18,15,12,5,2	13,10,7,4,1	28,25,20,7,7	purged_region\pop_profile.jsonl
7	6	22	101	155	691	1	1,14,45,36,5,0,0,0	7,5,3,2,1,1	7,3,3,2,1	12,8,5,4,3,3	purged_region\pop_profile.jsonl
6	5	155	3624	593	682	1	1,148,1263,1763,439,10,0	13,10,7,4,1	16,10,7,4,1	27,18,14,9,5	purged_region\pop_profile.jsonl
8	6	160	9881	36195	42322	1	1,151,1832,4604,2905,388,0,0,0	16,13,10,7,4,1	20,14,4,1	33,26,13,8,5,5	purged_region\pop_profile.jsonl
4	5	20	32	15	71	1	1,15,15,1,0	16,13,8,5,2	18,11,4	31,24,10,6,6	purged_region\pop_profile.jsonl
6	5	152	3698	745	857	1	1,145,1245,1803,490,14,0	13,10,7,4,1	17,14,8,1	27,22,16,6,4	purged_region\pop_profile.jsonl
6	5	83	796	416	605	1	1,76,416,303,0,0,0	21,16,13,5,1	12,8,5,2	32,21,17,8,5	purged_region\pop_profile.jsonl
6	5	166	4760	3721	4155	1	1,159,1521,2382,679,18,0	19,10,7,4,1	16,13,7,4,1	33,21,12,10,6	purged_region\pop_profile.jsonl
4	5	14	18	2	13	1	1,9,8,0,0	8,6,3,2,2	21,13,3,3	26,18,7,6,4	purged_region\pop_profile.jsonl
6	6	14	24	13	110	1	1,7,13,3,0,0,0	10,6,5,2,2,1	7,6,5,2,1,1	16,11,10,5,3,3	purged_region\pop_profile.jsonl
5	5	22	52	87	341	1	1,16,29,6,0,0	18,15,12,7,2	9,4,1	22,20,14,9,3	purged_region\pop_profile.jsonl
6	5	41	184	214	529	1	1,34,107,42,0,0,0	15,12,9,6,3	19,11,8,5	33,22,14,12,7	purged_region\pop_profile.jsonl
6	7	8	4	2	73	2	1,1,2,0,0,0,0	4,4,3,3,2,1,1	6,4,4,3,2,2,1	9,6,6,6,5,4,4	purged_region\pop_profile.jsonl
3	5	11	11	3	25	1	1,7,3,0	20,14,11,8,3	14,10,7,1	34,22,16,11,5	purged_region\pop_profile.jsonl
5	5	18	26	36	283	1	1,12,12,1,0,0	20,14,11,7,4	10,7,4	27,22,14,8,6	purged_region\pop_profile.jsonl
5	5	64	331	195	329	1	1,58,195,77,0,0	22,15,12,6,1	13,10,7	32,24,17,7,6	purged_region\pop_profile.jsonl
6	6	70	894	815	1166	1	1,63,373,387,69,1,0	16,13,10,7,4,1	14,11,4,1	28,23,13,7,6,4	purged_region\pop_profile.jsonl
7	6	23	89	439	2097	1	1,15,43,27,3,0,0,0	14,7,3,2,1,1	9,7,6,6,4,3	21,12,9,8,8,5	purged_region\pop_profile.jsonl
6	5	219	8288	6136	6605	1	1,212,2336,4212,1464,63,0	14,11,8,5,2	13,10,7,4,1	24,20,13,10,8	purged_region\pop_profile.jsonl
5	5	20	39	63	311	1	1,14,21,3,0,0	15,10,7,4,1	25,14,4	38,23,12,5,2	purged_region\pop_profile.jsonl
5	5	11	11	15	197	1	1,5,5,0,0,0	19,6,3,2,1	8,4,3	26,8,6,4,2	purged_region\pop_profile.jsonl
5	5	28	64	102	415	1	1,22,34,7,0,0	21,15,7,4,1	9,5,1	26,20,8,5,4	purged_region\pop_profile.jsonl
4	5	14	20	9	53	1	1,9,9,1,0	11,9,6,2,1	12,5,3	18,14,11,3,3	purged_region\pop_profile.jsonl
7	6	82	1679	6227	8757	1	1,74,548,796,249,11,0,0	16,13,10,7,4,1	15,11,5	29,22,15,8,6,2	purged_region\pop_profile.jsonl
6	5	20	14	0	1	1	1,13,0,0,0,0,0	13,10,7,4,1	18,12,9,4,1	27,22,19,6,5	purged_region\pop_profile.jsonl
5	6	21	51	87	329	1	1,15,29,6,0,0	16,13,10,7,4,1	9,4,1	23,15,11,9,4,3	purged_region\pop_profile.jsonl
5	5	35	116	204	521	1	1,29,68,18,0,0	17,14,10,7,1	9,4,1	20,16,14,11,2	purged_region\pop_profile.jsonl
6	6	17	30	16	125	1	1,10,16,3,0,0,0	16,6,5,4,2,2	28,8,1,1	42,12,6,6,4,3	purged_region\pop_profile.jsonl
6	5	52	302	171	341	1	1,45,171,85,0,0,0	21,15,12,8,1	10,7,4,1	29,20,15,9,6	purged_region\pop_profile.jsonl
7	6	23	117	185	719	1	1,15,54,42,5,0,0,0	7,6,4,3,1,1	14,4,4,1	19,9,8,4,3,2	purged_region\pop_profile.jsonl
5	6	46	192	333	697	1	1,40,110,40,1,0	16,13,10,7,4,1	15,10,7	27,24,14,10,4,4	purged_region\pop_profile.jsonl
5	5	13	18	27	223	1	1,7,9,1,0,0	12,11,7,6,3	8,8,6,1	19,18,12,8,5	purged_region\pop_profile.jsonl
4	5	16	20	4	29	1	1,11,8,0,0	10,5,2,1,1	25,10,4	31,15,7,3,2	purged_region\pop_profile.jsonl
7	6	133	3834	1473	1805	1	1,125,1125,1879,669,35,0,0	20,13,10,7,4,1	18,8,5	35,20,14,8,5,4	purged_region\pop_profile.jsonl
4	5	74	404	81	109	1	1,69,237,95,2	15,11,7,4,1	11,8,5	20,18,12,6,6	purged_region\pop_profile.jsonl
3	6	16	23	2	7	1	1,12,10,0	16,13,10,7,4,1	10,3	21,13,12,9,6,3	purged_region\pop_profile.jsonl
6	6	150	3690	371	426	1	1,143,1239,1803,490,14,0	16,13,10,7,4,1	14,10,4,1	27,21,15,9,4,4	purged_region\pop_profile.jsonl
5	6	15	16	18	245	1	1,9,6,0,0,0	9,5,5,3,3,1	13,11,8,3	20,16,13,7,3,2	purged_region\pop_profile.jsonl
6	5	50	298	169	331	1	1,43,169,85,0,0,0	13,10,7,4,1	13,7,4,1	24,15,12,5,4	purged_region\pop_profile.jsonl
9	6	43	972	3205	6991	1	1,33,243,452,222,21,0,0,0,0	13,12,4,3,2,1	12,9,3,2	22,21,7,6,3,2	purged_region\pop_profile.jsonl
7	6	12	13	44	721	2	1,4,8,0,0,0,0,0	13,6,6,5,3,3	7,3,3,2,1	19,9,8,7,5,4	purged_region\pop_profile.jsonl
9	6	15	6	0	1	1	1,5,0,0,0,0,0,0,0,0	10,8,7,5,2,1	12,9,8,3,2	21,16,16,7,4,3	purged_region\pop_profile.jsonl
5	6	30	71	138	425	1	1,24,46,0,0,0	17,13,10,7,4,1	11,8,5	27,16,14,7,7,5	purged_region\pop_profile.jsonl
4	6	19	35	6	23	1	1,14,18,2,0	17,14,11,7,4,1	16,9	30,21,12,8,5,3	purged_region\pop_profile.jsonl
6	5	46	216	252	587	1	1,39,126,50,0,0,0	16,11,7,4,1	12,7,4,1	25,17,13,5,3	purged_region\pop_profile.jsonl
5	5	104	1123	590	727	1	1,98,549,434,41,0	13,10,7,4,1	17,14,11,1	27,20,17,7,7	purged_region\pop_profile.jsonl
6	5	124	2262	1949	2380	1	1,117,865,1057,219,3,0	22,13,8,5,1	15,10,7,4	34,23,13,11,4	purged_region\pop_profile.jsonl
6	6	131	2906	1191	1403	1	1,124,1010,1399,362,10,0	19,16,10,7,4,1	10,7,4,1	26,22,14,7,7,3	purged_region\pop_profile.jsonl
6	6	30	122	136	407	1	1,23,68,30,0,0,0	17,11,4,4,3,1	11,4,2,2	26,14,6,6,4,3	purged_region\pop_profile.jsonl
5	6	30	95	33	91	1	1,24,55,15,0,0	16,13,10,7,4,1	23,10,1	36,22,12,8,4,3	purged_region\pop_profile.jsonl
5	5	47	219	387	725	1	1,41,129,48,0,0	19,15,12,6,1	11,8,5	25,21,20,7,4	purged_region\pop_profile.jsonl
7	6	19	51	290	1789	1	1,11,29,10,0,0,0,0	12,11,7,4,3,1	6,5,4	17,15,10,5,4,2	purged_region\pop_profile.jsonl
9	6	18	27	4014	56927	2	1,8,18,0,0,0,0,0,0,0	9,5,4,3,2,1	10,5,3,1	18,10,6,4,3,2	purged_region\pop_profile.jsonl
5	5	67	511	9	13	1	1,61,268,170,11,0	14,8,6,3,1	18,7,7,4	29,15,12,8,4	purged_region\pop_profile.jsonl
6	5	76	914	843	1226	1	1,69,387,387,69,1,0	15,12,9,4,1	16,12,9,6,1	27,25,18,11,4	purged_region\pop_profile.jsonl
3	5	11	12	4	25	1	1,7,4,0	20,10,4,2,1	14,13,6,3,1	34,20,9,7,4	purged_region\pop_profile.jsonl
5	5	30	84	48	149	1	1,24,48,11,0,0	19,10,7,4,1	16,4,1	30,13,8,6,5	purged_region\pop_profile.jsonl
7	6	20	52	290	1849	1	1,12,29,10,0,0,0,0	13,11,7,4,2,1	15,7,5,1,1,1	25,19,11,6,4,3	purged_region\pop_profile.jsonl
5	5	26	59	11	43	1	1,20,33,5,0,0	16,5,3,2,1	11,8,4	23,13,9,3,2	purged_region\pop_profile.jsonl
6	6	32	70	88	397	1	1,25,44,0,0,0,0	17,14,10,7,4,1	13,10,3	29,18,13,9,5,5	purged_region\pop_profile.jsonl
7	6	23	220	822	2381	1	1,15,72,95,34,3,0,0	14,5,4,3,2,1	9,3,2,2	21,6,6,5,4,3	purged_region\pop_profile.jsonl
6	5	53	252	42	95	1	1,46,147,58,0,0,0	15,11,8,5,1	19,14,7,3	30,24,18,6,5	purged_region\pop_profile.jsonl
5	5	230	4116	6054	6581	1	1,224,1736,1872,282,1	20,16,13,6,1	19,8,5	34,23,18,9,4	purged_region\pop_profile.jsonl
7	6	14	20	110	1457	1	1,6,11,2,0,0,0,0	14,6,3,2,2,1	14,3,2,1	27,8,5,3,3,2	purged_region\pop_profile.jsonl
3	5	28	52	26	61	1	1,24,26,1	15,12,8,4,1	18,12,7,4,1	30,22,17,11,2	purged_region\pop_profile.jsonl
6	5	32	120	131	425	1	1,25,65,28,1,0,0	14,10,7,4,1	22,11,7,1	34,21,10,7,5	purged_region\pop_profile.jsonl
5	5	49	288	486	817	1	1,43,159,82,3,0	13,10,7,4,1	10,7,4,1	21,14,10,6,6	purged_region\pop_profile.jsonl
6	5	52	298	112	227	1	1,45,168,84,0,0,0	20,15,10,7,1	13,10,7,4,1	32,23,14,13,6	purged_region\pop_profile.jsonl
5	5	52	232	135	263	1	1,46,134,50,1,0	21,13,7,4,1	16,13,9,5,1	34,26,14,8,8	purged_region\pop_profile.jsonl
6	5	83	1132	1033	1404	1	1,76,474,495,85,1,0	19,16,11,8,1	13,8,5,2	30,23,15,12,3	purged_region\pop_profile.jsonl
5	5	60	391	663	1015	1	1,54,221,115,0,0	13,10,7,4,1	10,7,4,1	18,16,13,5,5	purged_region\pop_profile.jsonl
5	5	13	14	18	221	1	1,7,6,0,0,0	12,8,6,2,1	17,9,2	28,14,8,4,3	purged_region\pop_profile.jsonl
6	5	82	1334	1153	1514	1	1,75,509,611,135,3,0	15,10,7,4,1	13,9,6,3	25,17,15,6,5	purged_region\pop_profile.jsonl
3	5	16	24	11	35	1	1,12,11,0	15,12,9,6,3	13,10,7,4,1	28,17,14,11,10	purged_region\pop_profile.jsonl
5	5	39	175	303	613	1	1,33,100,40,1,0	15,11,5,3,1	24,6,4,2	37,14,10,5,5	purged_region\pop_profile.jsonl
6	5	104	1430	1311	1742	1	1,97,603,623,105,1,0	19,14,7,4,1	14,10,7,4,1	30,24,12,8,7	purged_region\pop_profile.jsonl
7	6	40	438	1798	3781	1	1,32,166,192,46,1,0,0	23,5,5,4,1,1	9,7,4,3,1,1	29,12,9,7,4,3	purged_region\pop_profile.jsonl
5	5	15	29	45	253	1	1,9,15,4,0,0	7,5,3,3,1	12,7,6,4,3	17,10,9,8,7	purged_region\pop_profile.jsonl
4	6	77	394	119	163	1	1,72,235,85,1	17,13,10,7,4,1	17,10,4	29,22,13,7,6,6	purged_region\pop_profile.jsonl
9	6	51	6183	10330	14083	1	1,41,513,1921,2456,1095,151,5,0,0	15,6,5,4,3,2	10,3,2,2,1	23,8,7,6,5,4	purged_region\pop_profile.jsonl
5	5	112	1161	1839	2291	1	1,106,573,441,40,0	25,13,10,5,2	12,8,5,1	33,20,14,7,7	purged_region\pop_profile.jsonl
5	6	12	11	12	209	1	1,6,4,0,0,0	17,14,11,7,4,1	11,8,5	27,20,17,7,5,2	purged_region\pop_profile.jsonl
8	6	348	65086	89293	92764	1	1,339,6690,25546,25557,6640,313,0,0	16,13,10,7,4,1	14,10,6,1	25,23,15,9,5,5	purged_region\pop_profile.jsonl
8	6	17	45	375	3178	1	1,8,25,11,0,0,0,0,0	5,4,3,2,2,1	12,7,5,4,1	14,11,8,7,3,3	purged_region\pop_profile.jsonl
6	5	42	192	106	273	1	1,35,105,49,2,0,0	13,10,7,4,1	13,10,7,4,1	24,20,11,8,7	purged_region\pop_profile.jsonl
7	6	24	119	565	2217	1	1,16,55,42,5,0,0,0	6,4,4,2,1,1	6,4,3,2,1	10,8,6,4,3,3	purged_region\pop_profile.jsonl
6	5	218	7400	5621	6086	1	1,211,2227,3759,1167,35,0	16,10,7,4,1	18,11,7,4,1	32,18,14,9,6	purged_region\pop_profile.jsonl
6	6	82	1306	1131	1498	1	1,75,499,595,133,3,0	16,13,10,7,4,1	10,7,4,1	24,18,13,7,6,5	purged_region\pop_profile.jsonl
4	5	12	12	2	23	1	1,7,4,0,0	14,7,6,5,3	16,11,5,5,3	27,18,12,9,9	purged_region\pop_profile.jsonl
3	5	15	18	2	11	1	1,11,6,0	23,14,11,4,1	23,11	43,22,12,6,4	purged_region\pop_profile.jsonl
6	5	85	1432	1231	1594	1	1,78,542,661,147,3,0	17,10,7,4,1	10,7,4,1	25,14,12,6,4	purged_region\pop_profile.jsonl
5	5	12	18	30	211	1	1,6,10,1,0,0	10,10,9,3,1	12,6,5,2,1	21,14,13,6,5	purged_region\pop_profile.jsonl
6	5	123	2572	5	6	1	1,116,903,1223,319,10,0	20,15,12,6,3	12,9,6,1	29,23,17,8,7	purged_region\pop_profile.jsonl
6	5	119	2046	1783	2215	1	1,112,795,942,193,3,0	18,15,11,7,1	13,10,7,4,1	28,24,19,10,6	purged_region\pop_profile.jsonl
5	6	41	171	303	625	1	1,35,101,34,0,0	16,13,10,7,4,1	17,6,3	31,17,11,7,7,4	purged_region\pop_profile.jsonl
6	5	26	202	181	420	1	1,19,81,81,19,1,0	10,9,8,7,5	16,5,4,1	24,13,12,9,7	purged_region\pop_profile.jsonl
5	5	48	256	447	769	1	1,42,149,64,0,0	13,10,7,4,1	10,7,4	19,16,13,5,3	purged_region\pop_profile.jsonl
5	5	48	221	128	247	1	1,42,127,50,1,0	18,15,12,9,1	13,8,5	28,23,16,11,3	purged_region\pop_profile.jsonl
7	6	58	891	3574	5745	1	1,50,328,414,98,0,0,0	17,13,10,7,4,1	10,4,1	24,15,11,8,6,3	purged_region\pop_profile.jsonl
7	6	20	51	280	1849	1	1,12,28,10,0,0,0,0	13,5,5,4,1,1	11,9,4,3,2	23,13,7,7,5,3	purged_region\pop_profile.jsonl
5	5	12	14	18	211	1	1,6,6,1,0,0	14,10,7,4,1	19,10,1	30,21,8,5,2	purged_region\pop_profile.jsonl
5	5	31	135	74	169	1	1,25,72,35,2,0	17,6,4,3,1	19,6,2	33,10,6,5,4	purged_region\pop_profile.jsonl
6	5	83	1308	1133	1508	1	1,76,500,595,133,3,0	13,10,7,4,1	14,9,4,1	25,17,10,6,5	purged_region\pop_profile.jsonl
6	5	52	320	177	347	1	1,45,177,97,0,0,0	14,10,7,4,1	11,8,4,1	22,17,8,7,6	purged_region\pop_profile.jsonl
5	5	54	319	3	5	1	1,48,175,91,4,0	15,11,8,4,1	18,11,6,3	31,19,15,6,6	purged_region\pop_profile.jsonl
6	5	140	1616	1660	2129	1	1,133,830,652,0,0,0	21,13,10,5,1	16,11,8,5	36,21,16,11,6	purged_region\pop_profile.jsonl
5	5	24	63	12	41	1	1,18,36,8,0,0	16,12,7,4,1	7,4,1	19,13,9,6,5	purged_region\pop_profile.jsonl
6	5	128	3010	2431	2846	1	1,121,1023,1471,385,9,0	13,10,7,4,1	11,7,4,1	22,14,11,7,4	purged_region\pop_profile.jsonl
4	6	15	23	11	56	1	1,10,11,1,0	20,17,10,7,4,1	15,8	32,24,11,8,5,2	purged_region\pop_profile.jsonl
6	5	112	1458	1351	1822	1	1,105,623,623,105,1,0	15,10,7,4,1	13,10,7,4,1	25,20,14,8,5	purged_region\pop_profile.jsonl
8	6	50	1368	2907	4922	1	1,41,320,626,338,42,0,0,0	15,8,6,3,2,1	10,9,4,1	23,16,10,4,4,2	purged_region\pop_profile.jsonl
6	5	116	2036	1769	2185	1	1,109,788,942,193,3,0	17,10,7,4,1	16,11,8,5,1	30,20,16,8,6	purged_region\pop_profile.jsonl
4	6	8	6	1	17	1	1,3,2,0,0	8,8,3,3,2,2	10,8,5,3,3,2	16,14,8,7,6,6	purged_region\pop_profile.jsonl
6	6	13	15	16	207	1	1,6,8,0,0,0,0	10,5,3,3,2,1	11,7,5,3,3,3	20,10,8,7,6,5	purged_region\pop_profile.jsonl
6	5	272	10648	7882	8385	1	1,265,3011,5434,1860,77,0	13,10,7,4,1	18,9,6,3	27,18,14,8,4	purged_region\pop_profile.jsonl
5	5	24	39	60	353	1	1,18,20,0,0,0	16,12,9,5,2	13,7,4	28,16,10,9,5	purged_region\pop_profile.jsonl
5	5	44	179	318	661	1	1,38,106,34,0,0	15,10,7,4,1	21,16,5	34,24,12,5,4	purged_region\pop_profile.jsonl
6	5	207	5968	245	272	1	1,200,1874,2951,907,35,0	16,12,8,4,1	21,14,7,1	32,26,15,6,5	purged_region\pop_profile.jsonl
4	5	26	48	13	44	1	1,21,26,0,0	16,13,10,4,1	17,9,1	29,20,12,5,5	purged_region\pop_profile.jsonl
5	5	138	1823	2784	3245	1	1,132,837,762,91,0	19,14,11,4,1	14,7,4,1	28,20,15,6,6	purged_region\pop_profile.jsonl
