d	r	c	M	minR_num	minR_den	argk	hstar
5	None	225	4856	6954	7451	1	1,219,1877,2313,441,5
5	None	54	328	549	905	1	1,48,178,96,5,0
5	None	89	990	1536	1921	1	1,83,470,394,42,0
6	None	356	21802	4981	5148	1	1,349,4955,11121,5033,343,0
6	None	264	13374	3136	3293	1	1,257,3281,6816,2846,173,0
6	None	125	3128	2483	2888	1	1,118,1021,1533,441,14,0
6	None	306	17494	12096	12577	1	1,299,4088,8932,3920,254,0
6	None	242	12476	4369	4593	1	1,235,3015,6345,2708,172,0
6	None	322	20832	7071	7307	1	1,315,4579,10589,4984,364,0
6	None	181	6780	625	679	1	1,174,1878,3421,1244,62,0
5	None	146	2408	1184	1331	1	1,140,1014,1082,170,1
5	None	147	2287	1135	1283	1	1,141,993,1010,142,0
6	None	73	1148	164	223	1	1,66,431,525,122,3,0
6	None	125	3594	1381	1578	1	1,118,1091,1779,580,25,0
6	None	273	13780	9699	10180	1	1,266,3367,6989,2965,192,0
6	None	126	2708	317	379	1	1,119,937,1296,345,10,0
6	None	294	16390	5685	5924	1	1,287,3866,8365,3638,233,0
6	None	24	88	47	170	1	1,17,47,23,0,0,0
6	None	20	64	67	293	1	1,13,33,16,1,0,0
6	None	19	55	57	280	1	1,12,28,13,1,0,0
6	None	39	259	133	278	1	1,32,129,89,8,0,0
6	None	136	3672	1429	1645	1	1,129,1149,1813,560,20,0
6	None	30	144	153	419	1	1,23,75,42,3,0,0
5	None	60	494	792	1135	1	1,54,249,175,15,0
6	None	34	190	199	477	1	1,27,97,60,5,0,0
6	None	108	1440	133	178	1	1,101,615,623,100,0,0
5	None	182	2481	1264	1443	1	1,176,1139,1040,125,0
6	None	583	37021	25384	25997	1	1,576,8494,19018,8396,536,0
6	None	201	5981	4642	5129	1	1,194,1864,2974,914,34,0
6	None	285	14618	5143	5380	1	1,278,3597,7467,3092,183,0
6	None	152	4728	3601	4023	1	1,145,1412,2360,777,33,0
5	None	67	651	1017	1369	1	1,61,313,250,26,0
6	None	168	5276	4031	4461	1	1,161,1584,2630,863,37,0
5	None	78	851	1314	1681	1	1,72,399,340,39,0
6	None	299	15936	1592	1661	1	1,292,3844,8126,3456,217,0
6	None	53	344	48	89	1	1,46,192,105,0,0,0
5	None	159	2501	3726	4183	1	1,153,1093,1105,149,0
6	None	435	35664	23517	24034	1	1,428,6979,17859,9519,874,4
6	None	35	98	58	219	1	1,28,58,11,0,0,0
5	None	118	1491	761	905	1	1,112,688,617,73,0
6	None	263	13092	9230	9707	1	1,256,3222,6654,2786,173,0
6	None	307	16914	11761	12253	1	1,300,4016,8630,3729,238,0
6	None	315	17378	12087	12583	1	1,308,4130,8868,3827,244,0
6	None	102	1780	511	643	1	1,95,678,826,177,3,0
5	None	69	627	993	1357	1	1,63,310,232,21,0
5	None	45	281	462	779	1	1,39,149,87,5,0
6	None	350	21496	7363	7611	1	1,343,4883,10973,4960,336,0
6	None	334	19750	2719	2819	1	1,327,4552,10080,4491,299,0
6	None	53	368	202	363	1	1,46,202,119,0,0,0
6	None	91	1736	721	908	1	1,84,614,817,214,6,0
6	None	130	3190	2546	2965	1	1,123,1053,1558,440,15,0
6	None	38	327	11	21	1	1,31,144,131,20,0,0
6	None	26	94	103	359	1	1,19,51,22,1,0,0
6	None	15	28	10	77	1	1,8,15,4,0,0,0
5	None	36	186	309	601	1	1,30,101,52,2,0
6	None	411	18096	2633	2753	1	1,404,4891,9256,3383,161,0
6	None	558	34544	23757	24376	1	1,551,7992,17735,7773,492,0
5	None	73	375	666	1111	1	1,67,222,85,0,0
5	None	117	1381	2139	2581	1	1,111,653,556,60,0
6	None	386	20111	14165	14721	1	1,379,4971,10290,4223,247,0
6	None	359	12046	3106	3297	1	1,352,3849,6224,1620,0,0
6	None	228	8574	1589	1709	1	1,221,2409,4331,1538,74,0
6	None	109	2684	2125	2506	1	1,102,869,1311,387,14,0
6	None	141	3338	2703	3134	1	1,134,1135,1623,433,12,0
5	None	2152	85911	116529	117461	1	1,2146,27981,44748,10862,173
5	None	859	20566	29400	30197	1	1,853,8238,9912,1562,0
5	None	1893	74238	33602	33899	1	1,1887,24329,38606,9273,142
5	None	2913	106129	48382	48783	1	1,2907,35992,54674,12390,165
5	None	1378	45561	62778	63635	1	1,1372,15994,23211,4932,51
5	None	1668	60153	82269	83155	1	1,1662,20380,30973,7043,94
5	None	1563	56557	25772	26065	1	1,1557,19087,29135,6685,92
5	None	69	459	789	1157	1	1,63,263,132,0,0
6	None	394	27398	18446	18959	1	1,387,5839,13882,6758,530,1
5	None	23	48	78	349	1	1,17,26,4,0,0
5	None	88	1012	1554	1943	1	1,82,469,411,49,0
5	None	63	378	654	1025	1	1,57,218,102,0,0
6	None	366	25746	353	363	1	1,359,5446,13038,6395,506,1
5	None	103	1278	279	337	1	1,97,586,529,65,0
6	None	378	24638	16745	17248	1	1,371,5465,12581,5815,405,0
5	None	204	4357	6240	6719	1	1,198,1678,2073,402,5
6	None	307	18596	12729	13220	1	1,300,4162,9401,4395,336,1
6	None	34	199	201	484	1	1,27,97,67,7,0,0
6	None	22	107	35	111	1	1,15,50,36,5,0,0
6	None	34	237	231	505	1	1,27,110,88,11,0,0
6	None	41	415	124	221	1	1,34,167,174,38,1,0
6	None	28	152	3	8	1	1,21,74,51,5,0,0
6	None	22	91	47	162	1	1,15,46,27,2,0,0
6	None	94	2247	74	89	1	1,87,725,1097,326,11,0
6	None	118	3147	2451	2845	1	1,111,986,1552,479,18,0
6	None	285	11697	2857	3029	1	1,278,3212,5958,2147,101,0
6	None	301	12305	3011	3188	1	1,294,3399,6275,2235,101,0
6	None	472	23769	16903	17514	1	1,465,6075,12233,4753,242,0
5	None	125	949	1632	2135	1	1,119,544,285,0,0
6	None	91	1303	1178	1567	1	1,84,540,580,98,0,0
6	None	306	10709	8129	8686	1	1,299,3213,5437,1703,56,0
6	None	189	4115	3473	3959	1	1,182,1533,1992,407,0,0
5	None	144	1952	2961	3445	1	1,138,882,826,105,0
6	None	153	4499	1729	1949	1	1,146,1366,2229,726,31,0
6	None	95	1752	491	619	1	1,88,634,818,205,6,0
6	None	141	5054	3727	4122	1	1,134,1394,2537,939,49,0
6	None	240	10010	7277	7758	1	1,233,2683,5083,1911,99,0
6	None	82	1372	1175	1537	1	1,75,516,634,143,3,0
6	None	453	37166	24516	25039	1	1,446,7292,18630,9892,901,4
5	None	183	3771	5418	5875	1	1,177,1469,1783,337,4
6	None	270	14556	10141	10601	1	1,263,3466,7410,3209,207,0
6	None	332	20528	14026	14521	1	1,325,4608,10444,4810,340,0
5	None	138	2185	3237	3667	1	1,132,938,973,141,0
5	None	132	1886	2838	3275	1	1,126,839,813,107,0
6	None	167	6232	4586	5005	1	1,160,1711,3134,1164,62,0
6	None	193	7658	5595	6031	1	1,186,2072,3872,1451,76,0
6	None	322	18410	12739	13229	1	1,315,4312,9402,4115,265,0
6	None	52	564	47	76	1	1,45,238,239,41,0,0
6	None	44	432	401	696	1	1,37,186,179,29,0,0
6	None	25	73	80	341	1	1,18,40,14,0,0,0
6	None	18	27	30	257	1	1,11,15,0,0,0,0
5	None	40	229	126	227	1	1,34,122,68,4,0
6	None	322	14416	10409	10944	1	1,315,3819,7373,2771,137,0
6	None	258	8706	6630	7151	1	1,251,2617,4388,1396,53,0
6	None	164	3036	1319	1570	1	1,157,1183,1423,272,0,0
6	None	353	15282	337	354	1	1,346,4115,7783,2891,146,0
6	None	430	18782	1246	1301	1	1,423,5123,9616,3460,159,0
6	None	197	5590	2186	2437	1	1,190,1769,2765,834,31,0
6	None	228	8322	3116	3349	1	1,221,2431,4257,1370,42,0
6	None	305	16854	11711	12200	1	1,298,3984,8583,3743,245,0
6	None	130	3296	2616	3025	1	1,123,1078,1620,460,14,0
6	None	366	24692	3337	3436	1	1,359,5361,12573,5963,435,0
5	None	97	1024	1605	2023	1	1,91,495,397,40,0
5	None	71	503	831	1237	1	1,65,265,160,12,0
5	None	75	509	9	13	1	1,69,291,148,0,0
6	None	197	7578	5573	6019	1	1,190,2090,3836,1393,68,0
6	None	348	23046	15599	16096	1	1,341,4989,11667,5611,436,1
6	None	242	11518	8179	8639	1	1,235,2902,5868,2375,137,0
6	None	384	24776	16865	17374	1	1,377,5517,12643,5831,407,0
6	None	475	39216	25857	26383	1	1,468,7723,19724,10381,916,3
6	None	259	13838	9631	10101	1	1,252,3270,7014,3091,210,0
6	None	220	9270	6703	7172	1	1,213,2437,4685,1829,105,0
6	None	167	5816	4334	4765	1	1,160,1643,2910,1048,54,0
6	None	149	5080	1263	1400	1	1,142,1439,2541,911,46,0
6	None	230	10902	2581	2730	1	1,223,2747,5551,2249,131,0
6	None	231	10286	7375	7841	1	1,224,2645,5208,2085,123,0
6	None	24	104	106	349	1	1,17,52,32,2,0,0
6	None	33	207	209	479	1	1,26,101,72,7,0,0
5	None	34	187	34	65	1	1,28,99,56,3,0
6	None	39	270	269	564	1	1,32,129,97,11,0,0
5	None	18	35	54	289	1	1,12,18,4,0,0
5	None	75	784	1215	1583	1	1,69,369,309,36,0
6	None	134	4672	1153	1282	1	1,127,1300,2341,859,44,0
6	None	341	14008	10289	10860	1	1,334,3874,7143,2541,115,0
5	None	115	1312	2037	2491	1	1,109,621,523,58,0
6	None	463	19285	4748	4957	1	1,456,5461,9926,3322,119,0
5	None	51	310	519	859	1	1,45,169,91,4,0
6	None	197	6844	5142	5597	1	1,190,1990,3452,1162,49,0
6	None	337	22094	14967	15461	1	1,330,4785,11166,5387,424,1
6	None	245	11884	8410	8873	1	1,238,2960,6044,2490,151,0
5	None	59	458	741	1087	1	1,53,235,157,12,0
5	None	160	2812	4119	4573	1	1,154,1156,1282,217,2
6	None	374	26010	17504	18003	1	1,367,5533,13174,6428,506,1
6	None	219	9428	1701	1814	1	1,212,2479,4791,1846,99,0
5	None	147	2295	3414	3859	1	1,141,997,1015,141,0
6	None	446	31980	21474	21997	1	1,439,6814,16300,7846,580,0
6	None	275	13686	9661	10146	1	1,268,3393,6979,2875,170,0
6	None	381	26790	9001	9253	1	1,374,5667,13559,6658,530,1
5	None	143	1945	228	263	1	1,137,890,819,98,0
5	None	195	3905	5634	6109	1	1,189,1548,1834,330,3
6	None	373	25694	17317	17813	1	1,366,5497,13026,6313,490,1
6	None	113	2552	2065	2461	1	1,106,865,1236,335,9,0
6	None	151	5318	1312	1451	1	1,144,1475,2658,986,54,0
6	None	39	375	346	623	1	1,32,160,156,26,0,0
6	None	38	306	49	96	1	1,31,139,119,16,0,0
5	None	29	145	234	499	1	1,23,75,43,3,0
5	None	25	75	129	389	1	1,19,43,12,0,0
5	None	30	108	183	469	1	1,24,61,22,0,0
5	None	16	23	36	257	1	1,10,12,0,0,0
6	None	129	1872	572	731	1	1,122,793,826,130,0,0
6	None	566	37282	25407	26006	1	1,559,8374,19109,8659,580,0
5	None	48	181	321	703	1	1,42,107,31,0,0
6	None	224	9226	6716	7179	1	1,217,2480,4682,1756,90,0
6	None	146	4444	3397	3811	1	1,139,1336,2212,725,31,0
5	None	42	214	357	685	1	1,36,116,58,3,0
5	None	172	3130	1522	1677	1	1,166,1278,1439,244,2
6	None	339	22838	15421	15905	1	1,332,4907,11562,5597,438,1
5	None	87	926	482	611	1	1,81,444,362,38,0
6	None	127	3082	2473	2876	1	1,120,1029,1505,415,12,0
6	None	268	13182	1036	1089	1	1,261,3286,6720,2752,162,0
6	None	250	11300	8103	8578	1	1,243,2926,5757,2251,122,0
6	None	422	32202	208	213	1	1,415,6567,16252,8270,695,2
5	None	144	2241	3336	3773	1	1,138,974,990,138,0
5	None	113	1515	2292	2707	1	1,107,681,643,83,0
6	None	298	16160	11269	11748	1	1,291,3875,8257,3519,217,0
5	None	45	277	151	259	1	1,39,146,86,5,0
6	None	53	746	638	947	1	1,46,276,334,86,3,0
5	None	43	261	11	19	1	1,37,138,80,5,0
6	None	47	554	493	790	1	1,40,222,241,49,1,0
6	None	35	240	47	103	1	1,28,112,88,11,0,0
6	None	64	984	281	391	1	1,57,371,452,101,2,0
5	None	25	73	123	389	1	1,19,41,12,0,0
6	None	44	441	409	701	1	1,37,190,184,29,0,0
6	None	37	242	121	266	1	1,30,116,85,10,0,0
6	None	22	68	37	156	1	1,15,37,15,0,0,0
6	None	250	8311	6339	6862	1	1,243,2513,4197,1313,44,0
6	None	152	3646	983	1133	1	1,145,1240,1780,469,11,0
5	None	126	1082	1791	2305	1	1,120,579,364,18,0
6	None	169	4456	1177	1333	1	1,162,1449,2190,633,21,0
5	None	57	233	423	829	1	1,51,141,40,0,0
6	None	193	6560	4956	5405	1	1,186,1944,3324,1068,37,0
5	None	32	129	225	503	1	1,26,75,27,0,0
6	None	249	12784	8958	9421	1	1,242,3098,6508,2762,173,0
6	None	137	4150	1584	1787	1	1,130,1249,2073,670,27,0
6	None	84	1134	1035	1414	1	1,77,475,495,85,1,0
5	None	87	951	164	207	1	1,81,450,377,42,0
6	None	318	18810	12947	13428	1	1,311,4337,9605,4273,283,0
5	None	187	3775	5442	5897	1	1,181,1491,1776,323,3
6	None	256	12128	4311	4550	1	1,249,3062,6173,2498,145,0
6	None	373	25626	5756	5925	1	1,366,5467,12966,6324,501,1
5	None	25	77	132	391	1	1,19,44,13,0,0
6	None	53	579	179	284	1	1,46,250,245,37,0,0
6	None	26	132	34	95	1	1,19,67,43,2,0,0
5	None	27	73	123	409	1	1,21,41,10,0,0
6	None	52	514	162	269	1	1,45,228,210,30,0,0
6	None	28	139	73	200	1	1,21,72,43,2,0,0
5	None	39	219	363	661	1	1,33,118,64,3,0
6	None	39	268	135	281	1	1,32,130,95,10,0,0
5	None	27	116	189	451	1	1,21,61,31,2,0
5	None	101	1445	2154	2549	1	1,95,617,630,101,1
5	None	120	1191	4	5	1	1,114,601,440,35,0
6	None	383	19081	6771	7052	1	1,376,4811,9749,3920,224,0
5	None	65	391	227	351	1	1,59,227,104,0,0
5	None	53	404	72	109	1	1,47,204,140,12,0
5	None	102	1115	83	103	1	1,96,536,437,45,0
5	None	128	1747	2646	3085	1	1,122,787,742,95,0
6	None	321	18862	12994	13481	1	1,314,4358,9628,4278,283,0
6	None	113	2542	1031	1228	1	1,106,867,1231,328,9,0
5	None	50	258	151	263	1	1,44,151,62,0,0
6	None	46	492	50	83	1	1,39,208,210,34,0,0
5	None	56	477	250	363	1	1,50,232,176,18,0
5	None	31	115	192	487	1	1,25,63,25,1,0
6	None	46	424	4	7	1	1,39,190,170,24,0,0
6	None	19	43	23	137	1	1,12,23,7,0,0,0
5	None	21	57	93	337	1	1,15,31,10,0,0
6	None	36	243	245	523	1	1,29,118,86,9,0,0
5	None	30	114	192	475	1	1,24,64,25,0,0
5	None	29	93	52	149	1	1,23,52,17,0,0
6	None	30	213	205	458	1	1,23,97,81,11,0,0
6	None	40	327	315	604	1	1,33,149,127,17,0,0
6	None	56	948	783	1088	1	1,49,332,443,119,4,0
6	None	30	162	167	430	1	1,23,82,53,3,0,0
5	None	41	232	128	231	1	1,35,124,68,4,0
6	None	60	510	512	867	1	1,53,246,190,20,0,0
5	None	41	187	324	643	1	1,35,108,43,0,0
6	None	557	35401	12124	12429	1	1,550,8086,18165,8076,523,0
6	None	415	21679	15284	15853	1	1,408,5386,11118,4512,254,0
6	None	104	1548	1389	1813	1	1,97,635,696,119,0,0
6	None	133	2955	802	951	1	1,126,1014,1426,378,10,0
6	None	178	4200	1137	1307	1	1,171,1430,2030,551,17,0
5	None	170	2255	231	265	1	1,164,1051,935,104,0
6	None	116	2934	2318	2705	1	1,109,948,1440,422,14,0
6	None	184	7288	5321	5749	1	1,177,1974,3694,1373,69,0
5	None	30	70	27	85	1	1,24,45,0,0,0
5	None	94	1014	31	39	1	1,88,485,398,42,0
5	None	66	452	756	1135	1	1,60,246,139,6,0
6	None	412	32144	1776	1819	1	1,405,6426,16127,8430,752,3
6	None	320	18904	6505	6748	1	1,313,4349,9639,4312,290,0
6	None	150	3692	743	852	1	1,143,1241,1803,490,14,0
5	None	83	834	436	567	1	1,77,404,320,32,0
6	None	43	296	305	609	1	1,36,148,102,9,0,0
5	None	32	161	264	541	1	1,26,86,46,2,0
6	None	34	230	232	499	1	1,27,112,82,8,0,0
6	None	43	408	191	337	1	1,36,178,167,26,0,0
6	None	59	789	695	1022	1	1,52,313,353,69,1,0
6	None	51	508	241	397	1	1,44,226,207,30,0,0
5	None	46	303	164	271	1	1,40,158,98,6,0
5	None	82	912	1395	1789	1	1,76,419,370,46,0
6	None	139	4922	3640	4029	1	1,132,1367,2470,906,46,0
6	None	434	24827	821	848	1	1,427,5893,12711,5455,340,0
6	None	233	6352	2531	2800	1	1,226,2109,3151,844,21,0
5	None	69	464	783	1171	1	1,63,255,139,6,0
5	None	44	107	204	593	1	1,38,68,0,0,0
5	None	75	696	1104	1481	1	1,69,344,258,24,0
5	None	45	210	372	697	1	1,39,124,46,0,0
6	None	110	2500	47	56	1	1,103,846,1211,329,10,0
5	None	85	839	1332	1715	1	1,79,416,315,28,0
6	None	258	13136	9223	9693	1	1,251,3200,6686,2823,175,0
6	None	465	39196	8593	8766	1	1,458,7623,19663,10493,954,4
6	None	436	33788	22450	22959	1	1,429,6870,17070,8690,726,2
6	None	269	13704	4821	5054	1	1,262,3370,6997,2902,172,0
6	None	248	12648	4439	4666	1	1,241,3075,6431,2728,172,0
5	None	25	74	123	391	1	1,19,41,13,0,0
6	None	32	169	59	150	1	1,25,87,53,3,0,0
6	None	48	507	233	386	1	1,41,216,215,34,0,0
5	None	27	100	168	433	1	1,21,56,22,0,0
6	None	57	828	712	1027	1	1,50,313,376,86,2,0
5	None	54	444	708	1031	1	1,48,221,159,15,0
5	None	32	158	87	179	1	1,26,85,44,2,0
6	None	24	96	25	86	1	1,17,49,27,2,0,0
6	None	36	248	246	527	1	1,29,118,90,10,0,0
6	None	51	513	485	798	1	1,44,228,211,29,0,0
5	None	48	258	435	781	1	1,42,142,70,3,0
5	None	42	224	9	17	1	1,36,120,64,3,0
5	None	46	214	123	239	1	1,40,123,50,0,0
6	None	223	7600	5759	6242	1	1,216,2275,3863,1209,36,0
6	None	266	14044	9815	10278	1	1,259,3379,7155,3057,193,0
6	None	312	19090	13047	13540	1	1,305,4241,9631,4555,356,1
5	None	132	2010	2991	3421	1	1,126,874,886,123,0
6	None	389	28120	18824	19335	1	1,382,5833,14160,7138,604,2
6	None	328	21470	14549	15033	1	1,321,4658,10856,5223,410,1
5	None	99	1335	402	479	1	1,93,593,571,77,0
6	None	75	1527	103	131	1	1,68,517,733,202,6,0
5	None	24	72	123	377	1	1,18,41,12,0,0
6	None	46	477	442	737	1	1,39,205,200,32,0,0
6	None	16	24	28	237	1	1,9,14,0,0,0,0
6	None	51	705	2	3	1	1,44,266,318,74,2,0
6	None	49	528	484	791	1	1,42,223,224,38,0,0
6	None	31	132	71	211	1	1,24,70,35,2,0,0
6	None	15	21	24	227	1	1,8,12,0,0,0,0
6	None	62	802	723	1051	1	1,55,331,354,61,0,0
5	None	31	151	246	523	1	1,25,79,43,3,0
6	None	56	756	653	978	1	1,49,285,335,83,3,0
6	None	56	746	215	324	1	1,49,281,329,83,3,0
5	None	33	116	198	505	1	1,27,66,22,0,0
6	None	29	100	109	389	1	1,22,54,22,1,0,0
5	None	40	181	312	629	1	1,34,104,42,0,0
5	None	22	38	9	47	1	1,16,21,0,0,0
6	None	23	41	48	307	1	1,16,24,0,0,0,0
6	None	416	29672	6641	6811	1	1,409,6316,15114,7291,541,0
6	None	358	22984	15638	16137	1	1,351,5096,11700,5446,390,0
6	None	231	10642	7595	8047	1	1,224,2716,5416,2163,122,0
5	None	147	2361	1166	1315	1	1,141,1004,1052,162,1
6	None	169	5206	1995	2216	1	1,162,1579,2599,832,33,0
6	None	410	32656	10799	11053	1	1,403,6478,16389,8612,770,3
6	None	101	2204	1792	2165	1	1,94,752,1060,288,9,0
6	None	118	2668	539	642	1	1,111,899,1287,358,12,0
6	None	329	19526	2686	2785	1	1,322,4482,9952,4466,303,0
6	None	319	20800	7050	7289	1	1,312,4520,10521,5050,395,1
6	None	272	14238	9970	10437	1	1,265,3448,7260,3074,190,0
5	None	109	1337	2052	2471	1	1,103,619,549,65,0
6	None	442	36588	24101	24620	1	1,435,7139,18329,9783,897,4
5	None	73	639	1017	1405	1	1,67,317,232,22,0
6	None	29	141	74	205	1	1,22,73,43,2,0,0
6	None	63	1032	867	1192	1	1,56,374,479,119,3,0
5	None	35	177	294	583	1	1,29,96,49,2,0
5	None	28	98	55	147	1	1,22,55,20,0,0
5	None	37	236	54	95	1	1,31,120,78,6,0
5	None	26	105	58	143	1	1,20,57,26,1,0
5	None	28	100	33	89	1	1,22,54,22,1,0
6	None	31	136	143	425	1	1,24,70,38,3,0,0
5	None	36	121	213	535	1	1,30,71,19,0,0
6	None	276	8358	593	645	1	1,269,2663,4198,1197,30,0
6	None	42	307	311	607	1	1,35,150,110,11,0,0
6	None	274	13524	3187	3348	1	1,267,3361,6885,2839,171,0
6	None	312	17124	11926	12413	1	1,305,4087,8742,3752,237,0
6	None	377	22404	3862	3991	1	1,370,5219,11491,5010,313,0
6	None	107	2520	673	798	1	1,100,837,1227,345,10,0
5	None	63	413	705	1061	1	1,57,235,120,0,0
6	None	135	3134	2547	2971	1	1,128,1077,1526,393,9,0
5	None	143	2080	3126	3581	1	1,137,923,900,119,0
6	None	276	14302	10037	10507	1	1,269,3494,7308,3049,181,0
6	None	237	10700	511	542	1	1,230,2763,5451,2139,116,0
6	None	284	14934	475	497	1	1,277,3610,7615,3230,201,0
6	None	273	14884	3452	3605	1	1,266,3537,7588,3282,210,0
6	None	403	31068	10317	10568	1	1,396,6287,15655,8040,687,2
5	None	62	473	771	1127	1	1,56,247,159,10,0
5	None	134	2008	3000	3431	1	1,128,878,879,122,0
5	None	184	3823	5490	5941	1	1,178,1487,1810,343,4
6	None	300	17680	12161	12635	1	1,293,4060,9012,4041,273,0
6	None	15	20	22	227	1	1,8,11,0,0,0,0
6	None	42	426	15	26	1	1,35,179,179,32,0,0
6	None	51	542	506	815	1	1,44,237,228,32,0,0
6	None	35	257	252	523	1	1,28,120,96,12,0,0
5	None	29	109	189	457	1	1,23,63,22,0,0
5	None	40	240	78	139	1	1,34,125,75,5,0
6	None	102	2493	1969	2341	1	1,95,804,1220,361,12,0
5	None	34	165	54	113	1	1,28,87,46,3,0
5	None	40	212	351	665	1	1,34,114,60,3,0
5	None	24	60	11	41	1	1,18,33,8,0,0
5	None	26	95	156	421	1	1,20,51,22,1,0
6	None	190	4407	903	1034	1	1,183,1536,2135,540,12,0
6	None	377	19412	13673	14244	1	1,370,4781,9901,4111,248,0
6	None	140	3656	2888	3311	1	1,133,1185,1804,518,15,0
5	None	34	143	240	541	1	1,28,79,34,1,0
5	None	38	173	300	601	1	1,32,99,40,1,0
5	None	71	447	259	387	1	1,65,259,122,0,0
6	None	133	3726	2896	3293	1	1,126,1160,1840,576,23,0
6	None	331	21744	4907	5071	1	1,324,4695,10978,5321,424,1
6	None	394	27388	18441	18949	1	1,387,5878,13942,6685,495,0
6	None	262	14116	9830	10287	1	1,255,3360,7190,3110,200,0
6	None	99	2172	1762	2131	1	1,92,738,1046,286,9,0
6	None	53	334	184	355	1	1,46,184,103,0,0,0
6	None	175	6542	4823	5248	1	1,168,1808,3295,1207,63,0
6	None	285	15268	10654	11133	1	1,278,3663,7790,3328,208,0
5	None	145	2335	1152	1297	1	1,139,1001,1043,151,0
5	None	180	3697	5313	5767	1	1,174,1440,1747,331,4
5	None	38	103	210	521	1	1,32,70,0,0,0
6	None	145	4364	3339	3758	1	1,138,1314,2169,711,31,0
5	None	156	2532	1250	1403	1	1,150,1078,1130,172,1
6	None	351	23404	1759	1814	1	1,344,5057,11849,5707,445,1
6	None	253	12770	8979	9443	1	1,246,3122,6496,2735,170,0
6	None	434	30848	20738	21253	1	1,427,6606,15740,7526,548,0
6	None	187	6566	4902	5357	1	1,180,1872,3300,1158,55,0
6	None	89	1482	1277	1655	1	1,82,563,682,151,3,0
6	None	88	1698	1410	1771	1	1,81,602,802,206,6,0
5	None	140	2275	3363	3793	1	1,134,962,1018,159,1
6	None	59	861	247	354	1	1,52,326,391,89,2,0
6	None	47	375	188	343	1	1,40,181,139,14,0,0
5	None	46	326	175	279	1	1,40,167,110,8,0
6	None	67	1083	461	626	1	1,60,403,501,116,2,0
5	None	45	232	133	241	1	1,39,133,59,0,0
6	None	71	1365	1115	1447	1	1,64,470,650,175,5,0
5	None	19	46	75	307	1	1,13,25,7,0,0
5	None	33	132	75	173	1	1,27,75,29,0,0
6	None	52	668	289	448	1	1,45,252,293,74,3,0
5	None	57	296	516	893	1	1,51,172,72,0,0
6	None	29	99	107	389	1	1,22,53,22,1,0,0
6	None	224	7567	260	283	1	1,217,2228,3805,1264,52,0
6	None	72	1096	237	325	1	1,65,419,499,110,2,0
6	None	41	230	245	557	1	1,34,120,70,5,0,0
5	None	39	174	300	613	1	1,33,99,40,1,0
5	None	42	190	109	219	1	1,36,108,44,1,0
5	None	33	113	65	167	1	1,27,65,20,0,0
5	None	34	115	22	57	1	1,28,66,20,0,0
6	None	222	9364	6785	7242	1	1,215,2483,4747,1819,99,0
6	None	184	5872	4487	4937	1	1,177,1786,2966,915,27,0
6	None	335	21234	3617	3737	1	1,328,4730,10813,5008,354,0
5	None	121	1935	952	1087	1	1,115,812,866,140,1
6	None	487	41160	27072	27599	1	1,480,8014,20662,11004,995,4
5	None	135	1830	2778	3233	1	1,129,829,774,97,0
6	None	319	20396	6929	7172	1	1,312,4453,10297,4942,390,1
6	None	241	12088	1417	1493	1	1,234,2959,6149,2584,161,0
6	None	211	10276	1810	1919	1	1,204,2516,5205,2208,142,0
6	None	104	1138	1168	1573	1	1,97,584,456,0,0,0
6	None	81	1366	1169	1525	1	1,74,513,632,143,3,0
5	None	200	4206	6033	6505	1	1,194,1638,1996,373,4
5	None	45	217	127	235	1	1,39,127,50,0,0
5	None	35	88	174	485	1	1,29,58,0,0,0
6	None	217	9018	6547	7004	1	1,210,2407,4577,1733,90,0
6	None	368	27244	18173	18665	1	1,361,5584,13714,6985,597,2
5	None	135	1951	2934	3371	1	1,129,869,843,109,0
6	None	358	22644	15443	15944	1	1,351,5068,11547,5307,370,0
5	None	111	1424	722	863	1	1,105,647,596,75,0
6	None	68	1063	914	1249	1	1,61,403,488,108,2,0
5	None	36	211	342	629	1	1,30,109,66,5,0
6	None	64	1110	459	622	1	1,57,387,515,144,6,0
5	None	32	106	183	485	1	1,26,61,18,0,0
5	None	44	268	441	757	1	1,38,142,82,5,0
5	None	28	106	177	449	1	1,22,58,24,1,0
5	None	35	142	243	547	1	1,29,81,31,0,0
5	None	30	96	165	457	1	1,24,55,16,0,0
5	None	31	126	71	165	1	1,25,71,29,0,0
6	None	274	8351	6513	7075	1	1,267,2658,4198,1197,30,0
6	None	41	107	144	487	1	1,34,72,0,0,0,0
6	None	156	2808	2454	2945	1	1,149,1104,1308,246,0,0
6	None	20	33	38	277	1	1,13,19,0,0,0,0
6	None	391	20557	14441	15014	1	1,384,5031,10497,4379,265,0
6	None	107	2257	307	374	1	1,100,774,1079,294,9,0
5	None	45	266	146	255	1	1,39,141,80,5,0
6	None	261	7921	6171	6725	1	1,254,2513,3978,1145,30,0
6	None	33	94	56	209	1	1,26,56,11,0,0,0
5	None	1785	67261	91656	92563	1	1,1779,22356,34807,8196,122
5	None	1662	59123	80970	81871	1	1,1656,20127,30385,6863,91
5	None	125	854	1500	2033	1	1,119,500,234,0,0
5	None	1981	76968	104628	105539	1	1,1975,25326,39969,9550,147
5	None	1382	47083	64731	65587	1	1,1376,16248,24061,5329,68
5	None	434	8121	11976	12673	1	1,428,3477,3700,515,0
5	None	873	23843	11176	11443	1	1,867,8919,11780,2257,19
